iter	Logloss
487	0.192305192
488	0.1921186652
489	0.1920124368
490	0.1918674619
491	0.1918089565
492	0.1916559259
493	0.1915655437
494	0.1914520893
495	0.1913264745
496	0.1911147786
497	0.190972242
498	0.1908906471
499	0.1907467823
500	0.1904292273
501	0.1903058952
502	0.1901389577
503	0.1900290861
504	0.1898783701
505	0.1898040228
506	0.1896455697
507	0.1895004881
508	0.1894192652
509	0.1893534978
510	0.189181412
511	0.1890457269
512	0.1889434409
513	0.1888283851
514	0.1886503173
515	0.1885283127
516	0.1883478071
517	0.1882519161
518	0.1881447062
519	0.1880264824
520	0.1879062682
521	0.1877904708
522	0.1876511921
523	0.1875273092
524	0.1873623163
525	0.1871730863
526	0.1870663901
527	0.1869659712
528	0.1867006573
529	0.1866332094
530	0.186373066
531	0.1862128131
532	0.1860391002
533	0.185942325
534	0.1858510262
535	0.1856832776
536	0.1855567218
537	0.1854033504
538	0.1852518093
539	0.1851605454
540	0.1850080166
541	0.1849012799
542	0.1847488687
543	0.1846520626
544	0.1845376857
545	0.1844470839
546	0.184348761
547	0.1842324242
548	0.1840962696
549	0.1840283427
550	0.1839315435
551	0.1838234512
552	0.1837312321
553	0.1835671029
554	0.1834530675
555	0.1833151958
556	0.1832117993
557	0.1830786704
558	0.1829899364
559	0.1828858003
560	0.1827607301
561	0.1826172926
562	0.1824971273
563	0.1823431758
564	0.1821421805
565	0.1820546146
566	0.1819126342
567	0.1818717738
568	0.1817410867
569	0.181678337
570	0.181573719
571	0.1814961834
572	0.1813395345
573	0.1812436179
574	0.1811131048
575	0.1809834023
576	0.1808835425
577	0.1807863475
578	0.1806988918
579	0.1805603199
580	0.1804090983
581	0.1803243113
582	0.1802433643
583	0.1801374499
584	0.1800258201
585	0.1798975739
586	0.1797856026
587	0.1796344669
588	0.1795494545
589	0.1794708212
590	0.1793660076
591	0.1792477183
592	0.1791538684
593	0.1790822117
594	0.1789717262
595	0.1788741023
596	0.1787717672
597	0.1786917214
598	0.1786013043
599	0.1784810562
600	0.1782886427
601	0.1781855527
602	0.1780060349
603	0.1778683296
604	0.1777805574
605	0.1776691175
606	0.1775287805
607	0.1774296024
608	0.1773416903
609	0.177207668
610	0.1771168839
611	0.1770200158
612	0.1769229236
613	0.176840021
614	0.1767665788
615	0.176699042
616	0.1765874186
617	0.1765121359
618	0.1763856833
619	0.1762911721
620	0.1762043164
621	0.1760791413
622	0.175981384
623	0.1758865029
624	0.1757801333
625	0.1756215941
626	0.1755781083
627	0.1754311045
628	0.175350179
629	0.1751942912
630	0.1750410192
631	0.1749203603
632	0.1748408466
633	0.1747560512
634	0.1746388399
635	0.1745888597
636	0.1744830299
637	0.1744296796
638	0.1743328993
639	0.1742614671
640	0.1741545576
641	0.1740328785
642	0.1738942426
643	0.1737566341
644	0.1736441999
645	0.1735315809
646	0.1734213517
647	0.1733519043
648	0.1732635348
649	0.1731517009
650	0.1730428603
651	0.17294369
652	0.1728406959
653	0.1725995212
654	0.1725128544
655	0.172358981
656	0.1722733393
657	0.1721920214
658	0.1720817157
659	0.1720119753
660	0.171963344
661	0.1718474196
662	0.1717592305
663	0.1716946513
664	0.1715645399
665	0.1714541679
666	0.1713945865
667	0.1712420989
668	0.1711320463
669	0.1710547358
670	0.170953404
671	0.1708127416
672	0.1706557297
673	0.1705874782
674	0.1705330183
675	0.1704159994
676	0.1703408546
677	0.1702311145
678	0.1701164203
679	0.1700257082
680	0.1699452237
681	0.1697890739
682	0.16972586
683	0.1695636317
684	0.1694977058
685	0.1694122313
686	0.1693236826
687	0.16919811
688	0.1691238976
689	0.1690768427
690	0.1689463031
691	0.1688781272
692	0.1687869622
693	0.1687117102
694	0.1686454396
695	0.1685173982
696	0.1683699073
697	0.1682365699
698	0.1680567184
699	0.1679794895
700	0.1679025312
701	0.167764034
702	0.1676686341
703	0.1675599195
704	0.1674562077
705	0.1673166296
706	0.1672238942
707	0.1671447747
708	0.1670874307
709	0.166983936
710	0.166930261
711	0.1668432523
712	0.16676586
713	0.1666975025
714	0.1666296564
715	0.166533291
716	0.1664340756
717	0.1663604055
718	0.1662758071
719	0.1661280994
720	0.1660427167
721	0.1659168684
722	0.1658515017
723	0.1657341632
724	0.1656436606
725	0.1655328114
726	0.165461472
727	0.1654037742
728	0.1652720895
729	0.1652080288
730	0.1650650349
731	0.1649495141
732	0.1648324214
733	0.1647702747
734	0.1646172105
735	0.1645422055
736	0.1644905502
737	0.1643278902
738	0.1642375455
739	0.1641652089
740	0.1640170913
741	0.1639469788
742	0.1638013332
743	0.1637086955
744	0.1636008757
745	0.1634980991
746	0.1634368109
747	0.1633327276
748	0.1632383389
749	0.163128151
750	0.16308631
751	0.1629893066
752	0.1628750346
753	0.1628046191
754	0.1627279401
755	0.1626449235
756	0.1625430501
757	0.1624375276
758	0.1623555763
759	0.1622334927
760	0.1621680554
761	0.1621145732
762	0.1620513281
763	0.161969081
764	0.1619215404
765	0.1618345964
766	0.1617195994
767	0.1616642786
768	0.161603199
769	0.1615447256
770	0.1614773213
771	0.1614229532
772	0.1612926965
773	0.1612420431
774	0.1611724034
775	0.1611170846
776	0.1610034638
777	0.1609426307
778	0.1608604122
779	0.1608002904
780	0.160747176
781	0.160708765
782	0.1605822914
783	0.1605352698
784	0.1604442116
785	0.160397423
786	0.1603286361
787	0.1602362964
788	0.1601319659
789	0.1600223493
790	0.1599717636
791	0.1598515152
792	0.1597863284
793	0.1597211728
794	0.1596667918
795	0.1596166471
796	0.1595333708
797	0.1594253913
798	0.1593517017
799	0.1592919475
800	0.1592051029
801	0.1591193497
802	0.1589644634
803	0.1588685053
804	0.1587689478
805	0.1587157459
806	0.1586433289
807	0.1585624588
808	0.1583808845
809	0.1582871153
810	0.1582334297
811	0.1581668875
812	0.1580483917
813	0.1579775296
814	0.1578598317
815	0.1577059309
816	0.1576334581
817	0.1575535543
818	0.1574896486
819	0.1574055369
820	0.1573494601
821	0.1572136164
822	0.1571605965
823	0.1570714626
824	0.1569800212
825	0.1569127275
826	0.1568768025
827	0.1568082633
828	0.1567531691
829	0.1566852482
830	0.1565642148
831	0.1564487767
832	0.1564101703
833	0.1563133962
834	0.1561899038
835	0.1561501207
836	0.1560697815
837	0.1559888344
838	0.1558832206
839	0.1557741756
840	0.1556509486
841	0.1555571394
842	0.1554853758
843	0.1554013722
844	0.155309751
845	0.1552035263
846	0.1551126983
847	0.1549927763
848	0.1549148117
849	0.1548355911
850	0.154746779
851	0.1546407766
852	0.1545307309
853	0.1544907272
854	0.1543698475
855	0.1541959878
856	0.1541500855
857	0.1540929387
858	0.154016336
859	0.1539106858
860	0.1538071973
861	0.1537547487
862	0.1536254722
863	0.1535507011
864	0.1535196571
865	0.1534717577
866	0.1534297831
867	0.1533237978
868	0.1532286749
869	0.1531344866
870	0.1530526913
871	0.153004224
872	0.152961822
873	0.1529182399
874	0.1528578462
875	0.1527677621
876	0.1527099667
877	0.1526627851
878	0.152573522
879	0.1525166758
880	0.1524436409
881	0.1523826626
882	0.1523194506
883	0.1522287828
884	0.1521977955
885	0.1520725157
886	0.1520342924
887	0.1519896298
888	0.1518870245
889	0.1518034795
890	0.1517139051
891	0.1515947413
892	0.1515189131
893	0.1514911288
894	0.1514316461
895	0.1513502099
896	0.1513006208
897	0.1512597868
898	0.1511873377
899	0.1511032159
900	0.1510399321
901	0.1509716313
902	0.1508697324
903	0.1508107815
904	0.1507466987
905	0.1506726028
906	0.1505625748
907	0.1504556818
908	0.1503819989
909	0.150343528
910	0.150274196
911	0.1502105144
912	0.1501246287
913	0.1500650814
914	0.1499857092
915	0.1499073642
916	0.1498285815
917	0.1497378415
918	0.1496589452
919	0.1495520508
920	0.1494886778
921	0.1494172527
922	0.1493848666
923	0.1493295566
924	0.1492628547
925	0.149221534
926	0.1491276253
927	0.1490341884
928	0.1489596371
929	0.1488868094
930	0.148843727
931	0.1488006018
932	0.148741775
933	0.1486406371
934	0.14857962
935	0.1485258491
936	0.1484655745
937	0.1483625597
938	0.1483116369
939	0.1482766423
940	0.1482243318
941	0.1481380091
942	0.14809909
943	0.1479925689
944	0.1478964588
945	0.1478306149
946	0.1477743588
947	0.1477021073
948	0.1476630053
949	0.1475876504
950	0.1475456751
951	0.1474674371
952	0.1473419471
953	0.1472987723
954	0.1472018568
955	0.1471334177
956	0.1470966023
957	0.1469876122
958	0.1469133022
959	0.146802667
960	0.1467705228
961	0.1466990323
962	0.1466371329
963	0.1465375111
964	0.1464889836
965	0.1464703587
966	0.1463982536
967	0.1463272326
968	0.1462626215
969	0.1462167281
970	0.1461514403
971	0.1460925175
972	0.1460224897
973	0.1459647638
974	0.1459067619
975	0.1458617428
976	0.1457978923
977	0.1457425008
978	0.1457197192
979	0.1456441143
980	0.1455996604
981	0.1455487195
982	0.1454750586
983	0.1454040145
984	0.1453101474
985	0.1452385561
986	0.1451685493
987	0.1450905721
988	0.1450152936
989	0.1449072277
990	0.1448723777
991	0.1448422496
992	0.1447744871
993	0.1446840476
994	0.1446292492
995	0.1445565406
996	0.144472202
997	0.1444066075
998	0.1443619663
999	0.1442722412
